item_id,name,category,brand,price,rating,user_id
ITEM_10060,Fashion Product 61,Footwear,Levi's,126.86,3.3,CUST_1479
ITEM_10061,Fashion Product 62,Outerwear,Uniqlo,56.65,4.9,CUST_1234
ITEM_10062,Fashion Product 63,Dresses,Adidas,216.65,3.8,CUST_1053
ITEM_10063,Fashion Product 64,Accessories,Nike,70.83,3.7,CUST_1485
ITEM_10064,Fashion Product 65,Tops,Uniqlo,162.02,3.3,CUST_1235
ITEM_10065,Fashion Product 66,Footwear,Gucci,49.74,3.3,CUST_1196
ITEM_10066,Fashion Product 67,Bottoms,Uniqlo,107.18,3.8,CUST_1426
ITEM_10067,Fashion Product 68,Footwear,Levi's,225.85,3.3,CUST_1004
ITEM_10068,Fashion Product 69,Bottoms,Levi's,49.86,4.7,CUST_1060
ITEM_10069,Fashion Product 70,Accessories,Mango,169.17,3.6,CUST_1173
ITEM_10070,Fashion Product 71,Accessories,H&M,59.08,3.2,CUST_1072
ITEM_10071,Fashion Product 72,Accessories,Puma,109.78,2.9,CUST_1486
ITEM_10072,Fashion Product 73,Bottoms,Levi's,139.75,4.2,CUST_1075
ITEM_10073,Fashion Product 74,Footwear,Mango,148.55,2.6,CUST_1322
ITEM_10074,Fashion Product 75,Accessories,Nike,154.6,3.6,CUST_1466
ITEM_10075,Fashion Product 76,Outerwear,Puma,163.63,3.9,CUST_1466
ITEM_10076,Fashion Product 77,Bottoms,Adidas,75.22,3.3,CUST_1022
ITEM_10077,Fashion Product 78,Bottoms,Zara,106.33,4.4,CUST_1396
ITEM_10078,Fashion Product 79,Footwear,Nike,18.96,4.2,CUST_1209
ITEM_10079,Fashion Product 80,Bottoms,Adidas,194.5,4.9,CUST_1051
ITEM_10080,Fashion Product 81,Bottoms,Puma,210.9,3.8,CUST_1145
ITEM_10081,Fashion Product 82,Accessories,Nike,57.82,3.8,CUST_1420
ITEM_10082,Fashion Product 83,Footwear,Mango,58.35,3.1,CUST_1349
ITEM_10083,Fashion Product 84,Accessories,Adidas,20.09,3.5,CUST_1305
ITEM_10084,Fashion Product 85,Accessories,Zara,242.89,2.6,CUST_1272
ITEM_10085,Fashion Product 86,Footwear,Mango,203.72,4.2,CUST_1489
ITEM_10086,Fashion Product 87,Tops,Gucci,96.57,3.3,CUST_1459
ITEM_10087,Fashion Product 88,Accessories,Zara,125.66,3.9,CUST_1044
ITEM_10088,Fashion Product 89,Outerwear,H&M,80.07,3.1,CUST_1107
ITEM_10089,Fashion Product 90,Outerwear,Uniqlo,153.34,4.1,CUST_1493
ITEM_10090,Fashion Product 91,Bottoms,H&M,182.15,3.6,CUST_1150
ITEM_10091,Fashion Product 92,Outerwear,Levi's,117.37,3.7,CUST_1094
ITEM_10092,Fashion Product 93,Bottoms,Gucci,219.66,4.9,CUST_1264
ITEM_10093,Fashion Product 94,Tops,Gucci,134.09,4.3,CUST_1110
ITEM_10094,Fashion Product 95,Footwear,Uniqlo,44.62,3.2,CUST_1018
ITEM_10095,Fashion Product 96,Footwear,Adidas,159.35,3.8,CUST_1238
ITEM_10096,Fashion Product 97,Footwear,Uniqlo,120.94,3.7,CUST_1336
ITEM_10097,Fashion Product 98,Outerwear,Levi's,234.56,4.5,CUST_1239
ITEM_10098,Fashion Product 99,Tops,H&M,104.05,4.6,CUST_1374
ITEM_10099,Fashion Product 100,Outerwear,Gucci,106.69,3.2,CUST_1212
ITEM_10100,Fashion Product 101,Outerwear,H&M,166.19,4.6,CUST_1231
ITEM_10101,Fashion Product 102,Tops,Zara,136.48,2.9,CUST_1328
ITEM_10102,Fashion Product 103,Tops,Nike,99.87,4.4,CUST_1350
ITEM_10103,Fashion Product 104,Tops,Levi's,247.55,3.1,CUST_1294
ITEM_10104,Fashion Product 105,Tops,Nike,82.52,3.2,CUST_1413
ITEM_10105,Fashion Product 106,Footwear,Levi's,76.61,4.6,CUST_1461
ITEM_10106,Fashion Product 107,Dresses,Puma,217.46,3.6,CUST_1081
ITEM_10107,Fashion Product 108,Dresses,Zara,10.81,5.0,CUST_1255
ITEM_10108,Fashion Product 109,Tops,Adidas,58.3,2.9,CUST_1232
ITEM_10109,Fashion Product 110,Dresses,Levi's,151.71,3.7,CUST_1363
ITEM_10110,Fashion Product 111,Dresses,Nike,48.99,4.3,CUST_1209
ITEM_10111,Fashion Product 112,Tops,Levi's,246.59,2.5,CUST_1457
ITEM_10112,Fashion Product 113,Dresses,Adidas,121.41,2.9,CUST_1386
ITEM_10113,Fashion Product 114,Outerwear,Levi's,153.37,2.6,CUST_1443
ITEM_10114,Fashion Product 115,Bottoms,Mango,48.49,5.0,CUST_1298
ITEM_10115,Fashion Product 116,Bottoms,Levi's,79.45,4.4,CUST_1374
ITEM_10116,Fashion Product 117,Tops,Puma,157.51,3.4,CUST_1472
ITEM_10117,Fashion Product 118,Footwear,Puma,141.89,2.9,CUST_1021
ITEM_10118,Fashion Product 119,Tops,Gucci,198.25,2.7,CUST_1238
ITEM_10119,Fashion Product 120,Footwear,Puma,74.62,3.8,CUST_1386
ITEM_10120,Fashion Product 121,Bottoms,Levi's,166.85,4.9,CUST_1261
ITEM_10121,Fashion Product 122,Tops,Levi's,79.83,4.2,CUST_1273
ITEM_10122,Fashion Product 123,Accessories,Mango,150.82,3.4,CUST_1280
ITEM_10123,Fashion Product 124,Outerwear,Puma,155.21,3.8,CUST_1392
ITEM_10124,Fashion Product 125,Dresses,H&M,39.24,5.0,CUST_1414
ITEM_10125,Fashion Product 126,Footwear,Levi's,141.67,3.8,CUST_1434
ITEM_10126,Fashion Product 127,Accessories,Zara,12.87,4.9,CUST_1150
ITEM_10127,Fashion Product 128,Dresses,Zara,130.29,2.5,CUST_1315
ITEM_10128,Fashion Product 129,Dresses,Nike,177.41,4.3,CUST_1152
ITEM_10129,Fashion Product 130,Tops,Mango,27.48,4.1,CUST_1282
ITEM_10130,Fashion Product 131,Dresses,Adidas,235.29,4.2,CUST_1061
ITEM_10131,Fashion Product 132,Outerwear,H&M,120.1,3.9,CUST_1136
ITEM_10132,Fashion Product 133,Accessories,Levi's,235.22,2.6,CUST_1012
ITEM_10133,Fashion Product 134,Dresses,Uniqlo,35.78,2.9,CUST_1014
ITEM_10134,Fashion Product 135,Tops,Uniqlo,237.98,4.8,CUST_1030
ITEM_10135,Fashion Product 136,Outerwear,Adidas,36.21,3.1,CUST_1439
ITEM_10136,Fashion Product 137,Bottoms,Gucci,120.76,5.0,CUST_1355
ITEM_10137,Fashion Product 138,Accessories,Uniqlo,235.12,4.2,CUST_1445
ITEM_10138,Fashion Product 139,Dresses,Adidas,65.85,3.6,CUST_1318
ITEM_10139,Fashion Product 140,Tops,Uniqlo,18.35,4.8,CUST_1287
ITEM_10140,Fashion Product 141,Bottoms,Mango,200.35,4.5,CUST_1220
ITEM_10141,Fashion Product 142,Bottoms,Nike,153.01,3.6,CUST_1238
ITEM_10142,Fashion Product 143,Footwear,Gucci,133.34,2.7,CUST_1027
ITEM_10143,Fashion Product 144,Outerwear,Mango,18.24,4.7,CUST_1484
ITEM_10144,Fashion Product 145,Dresses,Adidas,166.78,4.4,CUST_1257
ITEM_10145,Fashion Product 146,Tops,H&M,51.19,4.5,CUST_1297
ITEM_10146,Fashion Product 147,Footwear,Puma,233.49,4.4,CUST_1142
ITEM_10147,Fashion Product 148,Outerwear,H&M,174.57,3.2,CUST_1250
ITEM_10148,Fashion Product 149,Footwear,Zara,179.69,4.6,CUST_1074
ITEM_10149,Fashion Product 150,Accessories,Puma,65.82,2.5,CUST_1434
ITEM_10150,Fashion Product 151,Outerwear,Adidas,221.38,3.1,CUST_1298
ITEM_10151,Fashion Product 152,Outerwear,Zara,139.06,2.6,CUST_1199
ITEM_10152,Fashion Product 153,Dresses,Uniqlo,215.7,2.8,CUST_1296
ITEM_10153,Fashion Product 154,Outerwear,Uniqlo,75.03,3.8,CUST_1014
ITEM_10154,Fashion Product 155,Footwear,Puma,191.31,2.6,CUST_1100
ITEM_10155,Fashion Product 156,Outerwear,Levi's,147.9,3.0,CUST_1091
ITEM_10156,Fashion Product 157,Dresses,H&M,21.62,3.1,CUST_1395
ITEM_10157,Fashion Product 158,Dresses,Zara,107.28,4.1,CUST_1191
ITEM_10158,Fashion Product 159,Accessories,H&M,54.14,3.7,CUST_1362
ITEM_10159,Fashion Product 160,Footwear,Puma,96.2,3.6,CUST_1305
ITEM_10160,Fashion Product 161,Bottoms,Mango,102.0,4.4,CUST_1421
ITEM_10161,Fashion Product 162,Bottoms,Uniqlo,123.98,3.6,CUST_1106
ITEM_10162,Fashion Product 163,Outerwear,Zara,154.07,3.4,CUST_1394
ITEM_10163,Fashion Product 164,Accessories,Zara,147.03,4.9,CUST_1438
ITEM_10164,Fashion Product 165,Tops,Adidas,19.36,2.5,CUST_1007
ITEM_10165,Fashion Product 166,Outerwear,Zara,190.17,3.3,CUST_1081
ITEM_10166,Fashion Product 167,Accessories,Puma,237.8,4.0,CUST_1253
ITEM_10167,Fashion Product 168,Footwear,Zara,93.68,4.5,CUST_1140
ITEM_10168,Fashion Product 169,Footwear,Zara,53.14,4.5,CUST_1485
ITEM_10169,Fashion Product 170,Footwear,H&M,139.6,2.6,CUST_1357
ITEM_10170,Fashion Product 171,Footwear,Nike,179.18,4.3,CUST_1311
ITEM_10171,Fashion Product 172,Footwear,Zara,172.94,4.3,CUST_1420
ITEM_10172,Fashion Product 173,Accessories,Levi's,156.91,3.0,CUST_1007
ITEM_10173,Fashion Product 174,Accessories,Gucci,45.1,2.8,CUST_1152
ITEM_10174,Fashion Product 175,Dresses,Adidas,210.84,4.4,CUST_1290
ITEM_10175,Fashion Product 176,Bottoms,H&M,112.15,3.1,CUST_1126
ITEM_10176,Fashion Product 177,Footwear,Adidas,63.15,2.5,CUST_1449
ITEM_10177,Fashion Product 178,Tops,Mango,30.7,3.1,CUST_1285
ITEM_10178,Fashion Product 179,Accessories,Zara,110.01,2.6,CUST_1282
ITEM_10179,Fashion Product 180,Tops,Uniqlo,158.31,3.1,CUST_1074
ITEM_10180,Fashion Product 181,Tops,Levi's,169.69,3.3,CUST_1449
ITEM_10181,Fashion Product 182,Tops,H&M,241.06,3.2,CUST_1045
ITEM_10182,Fashion Product 183,Dresses,Adidas,46.76,4.8,CUST_1017
ITEM_10183,Fashion Product 184,Accessories,Zara,246.59,3.1,CUST_1233
ITEM_10184,Fashion Product 185,Tops,Uniqlo,167.12,3.7,CUST_1164
ITEM_10185,Fashion Product 186,Footwear,Uniqlo,119.01,4.9,CUST_1457
ITEM_10186,Fashion Product 187,Outerwear,Mango,223.17,4.7,CUST_1487
ITEM_10187,Fashion Product 188,Tops,Levi's,176.68,3.3,CUST_1063
ITEM_10188,Fashion Product 189,Dresses,Nike,93.69,3.3,CUST_1407
ITEM_10189,Fashion Product 190,Accessories,Levi's,222.18,4.0,CUST_1093
ITEM_10190,Fashion Product 191,Dresses,Mango,169.99,4.8,CUST_1322
ITEM_10191,Fashion Product 192,Tops,Puma,177.72,2.5,CUST_1466
ITEM_10192,Fashion Product 193,Accessories,H&M,225.13,3.5,CUST_1092
ITEM_10193,Fashion Product 194,Outerwear,Mango,117.62,4.6,CUST_1373
ITEM_10194,Fashion Product 195,Tops,Mango,167.66,3.5,CUST_1495
ITEM_10195,Fashion Product 196,Dresses,H&M,188.73,4.3,CUST_1042
ITEM_10196,Fashion Product 197,Bottoms,H&M,118.95,4.2,CUST_1241
ITEM_10197,Fashion Product 198,Footwear,H&M,30.03,3.0,CUST_1327
ITEM_10198,Fashion Product 199,Dresses,Zara,195.15,3.6,CUST_1255
ITEM_10199,Fashion Product 200,Accessories,Adidas,21.48,3.9,CUST_1331
ITEM_10200,Fashion Product 201,Tops,Gucci,182.3,4.3,CUST_1071
ITEM_10201,Fashion Product 202,Footwear,H&M,228.61,4.6,CUST_1299
ITEM_10202,Fashion Product 203,Tops,Adidas,93.27,4.4,CUST_1216
ITEM_10203,Fashion Product 204,Accessories,Gucci,34.49,2.6,CUST_1311
ITEM_10204,Fashion Product 205,Tops,Adidas,65.89,4.2,CUST_1056
ITEM_10205,Fashion Product 206,Bottoms,H&M,144.95,3.7,CUST_1079
ITEM_10206,Fashion Product 207,Footwear,Nike,236.24,3.9,CUST_1415
ITEM_10207,Fashion Product 208,Footwear,Mango,132.95,3.4,CUST_1499
ITEM_10208,Fashion Product 209,Accessories,Adidas,37.06,4.3,CUST_1339
ITEM_10209,Fashion Product 210,Bottoms,Uniqlo,160.67,4.2,CUST_1440
ITEM_10210,Fashion Product 211,Dresses,Uniqlo,185.88,3.9,CUST_1121
ITEM_10211,Fashion Product 212,Tops,Adidas,104.39,4.7,CUST_1202
ITEM_10212,Fashion Product 213,Outerwear,H&M,183.16,2.8,CUST_1432
ITEM_10213,Fashion Product 214,Tops,Levi's,87.96,3.3,CUST_1436
ITEM_10214,Fashion Product 215,Tops,H&M,199.38,3.7,CUST_1328
ITEM_10215,Fashion Product 216,Dresses,H&M,91.86,4.9,CUST_1257
ITEM_10216,Fashion Product 217,Tops,Levi's,71.47,2.7,CUST_1130
ITEM_10217,Fashion Product 218,Bottoms,Nike,221.0,3.3,CUST_1349
ITEM_10218,Fashion Product 219,Bottoms,Puma,141.63,4.8,CUST_1042
ITEM_10219,Fashion Product 220,Footwear,Uniqlo,78.44,4.7,CUST_1074
ITEM_10220,Fashion Product 221,Accessories,Mango,234.42,4.7,CUST_1234
ITEM_10221,Fashion Product 222,Outerwear,Uniqlo,175.8,3.3,CUST_1009
ITEM_10222,Fashion Product 223,Tops,Puma,62.97,4.6,CUST_1370
ITEM_10223,Fashion Product 224,Tops,Zara,157.51,3.8,CUST_1031
ITEM_10224,Fashion Product 225,Dresses,Nike,218.89,4.0,CUST_1096
ITEM_10225,Fashion Product 226,Accessories,Nike,177.08,3.1,CUST_1258
ITEM_10226,Fashion Product 227,Bottoms,Zara,68.74,4.3,CUST_1280
ITEM_10227,Fashion Product 228,Outerwear,Mango,165.72,3.3,CUST_1229
ITEM_10228,Fashion Product 229,Footwear,Levi's,158.6,3.4,CUST_1245
ITEM_10229,Fashion Product 230,Bottoms,Gucci,207.0,4.1,CUST_1427
ITEM_10230,Fashion Product 231,Accessories,Puma,52.75,3.1,CUST_1198
ITEM_10231,Fashion Product 232,Footwear,Gucci,177.91,3.1,CUST_1456
ITEM_10232,Fashion Product 233,Dresses,Mango,16.57,3.4,CUST_1232
ITEM_10233,Fashion Product 234,Dresses,Levi's,177.08,4.4,CUST_1473
ITEM_10234,Fashion Product 235,Tops,Nike,240.5,3.1,CUST_1490
ITEM_10235,Fashion Product 236,Accessories,Levi's,51.85,4.5,CUST_1299
ITEM_10236,Fashion Product 237,Outerwear,Uniqlo,84.71,4.2,CUST_1051
ITEM_10237,Fashion Product 238,Footwear,Puma,149.89,4.2,CUST_1217
ITEM_10238,Fashion Product 239,Bottoms,Levi's,185.77,3.7,CUST_1174
ITEM_10239,Fashion Product 240,Accessories,H&M,92.65,4.4,CUST_1075
ITEM_10240,Fashion Product 241,Accessories,H&M,169.42,2.5,CUST_1099
ITEM_10241,Fashion Product 242,Dresses,Levi's,225.83,3.3,CUST_1001
ITEM_10242,Fashion Product 243,Tops,Nike,184.37,4.2,CUST_1124
ITEM_10243,Fashion Product 244,Tops,Levi's,180.65,5.0,CUST_1117
ITEM_10244,Fashion Product 245,Footwear,Adidas,101.67,2.5,CUST_1343
ITEM_10245,Fashion Product 246,Dresses,Mango,228.74,3.8,CUST_1195
ITEM_10246,Fashion Product 247,Accessories,H&M,76.56,4.8,CUST_1233
ITEM_10247,Fashion Product 248,Outerwear,Gucci,59.27,4.7,CUST_1129
ITEM_10248,Fashion Product 249,Dresses,Levi's,97.41,2.6,CUST_1374
ITEM_10249,Fashion Product 250,Footwear,H&M,166.04,3.8,CUST_1063
ITEM_10250,Fashion Product 251,Footwear,Mango,216.8,2.5,CUST_1236
ITEM_10251,Fashion Product 252,Dresses,Mango,41.7,4.5,CUST_1332
ITEM_10252,Fashion Product 253,Footwear,Gucci,205.31,3.3,CUST_1230
ITEM_10253,Fashion Product 254,Dresses,Adidas,205.08,4.4,CUST_1190
ITEM_10254,Fashion Product 255,Bottoms,Levi's,150.86,4.9,CUST_1189
ITEM_10255,Fashion Product 256,Dresses,Zara,192.56,4.9,CUST_1168
ITEM_10256,Fashion Product 257,Dresses,Levi's,53.65,4.7,CUST_1095
ITEM_10257,Fashion Product 258,Footwear,Puma,50.7,3.0,CUST_1157
ITEM_10258,Fashion Product 259,Footwear,Uniqlo,217.07,3.0,CUST_1291
ITEM_10259,Fashion Product 260,Tops,Nike,129.56,4.1,CUST_1348
ITEM_10260,Fashion Product 261,Tops,Mango,69.02,3.9,CUST_1341
ITEM_10261,Fashion Product 262,Bottoms,Zara,175.3,2.5,CUST_1395
ITEM_10262,Fashion Product 263,Tops,Nike,224.05,3.5,CUST_1474
ITEM_10263,Fashion Product 264,Dresses,H&M,161.76,4.8,CUST_1139
ITEM_10264,Fashion Product 265,Footwear,Levi's,93.36,4.7,CUST_1191
ITEM_10265,Fashion Product 266,Tops,Nike,125.98,3.0,CUST_1453
ITEM_10266,Fashion Product 267,Tops,H&M,190.54,3.5,CUST_1056
ITEM_10267,Fashion Product 268,Bottoms,Uniqlo,26.2,3.9,CUST_1007
ITEM_10268,Fashion Product 269,Accessories,H&M,62.12,4.6,CUST_1051
ITEM_10269,Fashion Product 270,Bottoms,Zara,121.02,3.8,CUST_1479
ITEM_10270,Fashion Product 271,Dresses,Mango,155.02,4.9,CUST_1039
ITEM_10271,Fashion Product 272,Footwear,Gucci,91.4,4.5,CUST_1298
ITEM_10272,Fashion Product 273,Bottoms,H&M,81.61,4.9,CUST_1072
ITEM_10273,Fashion Product 274,Tops,Levi's,19.93,4.3,CUST_1256
ITEM_10274,Fashion Product 275,Footwear,Nike,17.82,4.7,CUST_1309
ITEM_10275,Fashion Product 276,Footwear,Gucci,76.89,4.6,CUST_1091
ITEM_10276,Fashion Product 277,Tops,Gucci,137.32,3.1,CUST_1149
ITEM_10277,Fashion Product 278,Bottoms,Nike,143.53,3.1,CUST_1030
ITEM_10278,Fashion Product 279,Tops,Nike,128.57,4.7,CUST_1462
ITEM_10279,Fashion Product 280,Accessories,Mango,108.37,2.7,CUST_1123
ITEM_10280,Fashion Product 281,Footwear,Zara,70.55,3.5,CUST_1385
ITEM_10281,Fashion Product 282,Outerwear,Uniqlo,106.17,4.6,CUST_1237
ITEM_10282,Fashion Product 283,Outerwear,Zara,43.3,4.5,CUST_1280
ITEM_10283,Fashion Product 284,Dresses,Nike,37.66,2.8,CUST_1125
ITEM_10284,Fashion Product 285,Tops,Levi's,81.99,3.7,CUST_1134
ITEM_10285,Fashion Product 286,Tops,Adidas,248.88,3.7,CUST_1006
ITEM_10286,Fashion Product 287,Dresses,Adidas,88.36,3.3,CUST_1383
ITEM_10287,Fashion Product 288,Dresses,Uniqlo,234.75,4.8,CUST_1373
ITEM_10288,Fashion Product 289,Dresses,Nike,104.14,4.1,CUST_1197
ITEM_10289,Fashion Product 290,Footwear,Adidas,115.36,5.0,CUST_1190
ITEM_10290,Fashion Product 291,Accessories,Uniqlo,201.3,2.7,CUST_1291
ITEM_10291,Fashion Product 292,Tops,Gucci,32.47,3.5,CUST_1384
ITEM_10292,Fashion Product 293,Footwear,Uniqlo,53.76,4.6,CUST_1236
ITEM_10293,Fashion Product 294,Dresses,Gucci,243.72,3.6,CUST_1079
ITEM_10294,Fashion Product 295,Tops,Mango,131.42,3.2,CUST_1035
ITEM_10295,Fashion Product 296,Footwear,Adidas,20.63,5.0,CUST_1304
ITEM_10296,Fashion Product 297,Accessories,Uniqlo,21.37,4.7,CUST_1370
ITEM_10297,Fashion Product 298,Footwear,Uniqlo,227.74,3.9,CUST_1361
ITEM_10298,Fashion Product 299,Accessories,Uniqlo,219.61,3.9,CUST_1072
ITEM_10299,Fashion Product 300,Dresses,Levi's,120.02,2.5,CUST_1043
ITEM_10300,Fashion Product 301,Accessories,Uniqlo,49.17,5.0,CUST_1291
ITEM_10301,Fashion Product 302,Tops,Levi's,209.27,4.5,CUST_1133
ITEM_10302,Fashion Product 303,Dresses,Mango,87.9,2.6,CUST_1287
ITEM_10303,Fashion Product 304,Tops,Puma,110.57,2.9,CUST_1106
ITEM_10304,Fashion Product 305,Outerwear,Nike,173.79,4.6,CUST_1159
ITEM_10305,Fashion Product 306,Bottoms,Gucci,94.82,2.7,CUST_1357
ITEM_10306,Fashion Product 307,Accessories,Nike,160.88,4.9,CUST_1008
ITEM_10307,Fashion Product 308,Bottoms,Zara,222.47,5.0,CUST_1262
ITEM_10308,Fashion Product 309,Bottoms,Adidas,201.37,4.7,CUST_1343
ITEM_10309,Fashion Product 310,Accessories,H&M,101.59,4.3,CUST_1437
ITEM_10310,Fashion Product 311,Dresses,Mango,79.1,3.7,CUST_1080
ITEM_10311,Fashion Product 312,Outerwear,Levi's,78.52,2.7,CUST_1044
ITEM_10312,Fashion Product 313,Tops,Zara,93.66,4.3,CUST_1177
ITEM_10313,Fashion Product 314,Footwear,Uniqlo,128.44,3.5,CUST_1392
ITEM_10314,Fashion Product 315,Tops,Zara,109.98,3.9,CUST_1064
ITEM_10315,Fashion Product 316,Footwear,Zara,41.92,3.2,CUST_1388
ITEM_10316,Fashion Product 317,Tops,Gucci,49.23,3.1,CUST_1288
ITEM_10317,Fashion Product 318,Accessories,H&M,92.3,3.3,CUST_1309
ITEM_10318,Fashion Product 319,Outerwear,Zara,144.9,4.5,CUST_1113
ITEM_10319,Fashion Product 320,Footwear,Gucci,152.24,3.6,CUST_1451
ITEM_10320,Fashion Product 321,Dresses,Uniqlo,126.69,3.3,CUST_1319
ITEM_10321,Fashion Product 322,Tops,Nike,187.31,3.6,CUST_1370
ITEM_10322,Fashion Product 323,Tops,Uniqlo,186.94,2.6,CUST_1208
ITEM_10323,Fashion Product 324,Footwear,Adidas,112.63,4.7,CUST_1444
ITEM_10324,Fashion Product 325,Dresses,Zara,39.87,3.9,CUST_1226
ITEM_10325,Fashion Product 326,Dresses,Zara,137.24,2.8,CUST_1333
ITEM_10326,Fashion Product 327,Accessories,Nike,101.55,3.2,CUST_1417
ITEM_10327,Fashion Product 328,Accessories,Mango,43.1,5.0,CUST_1278
ITEM_10328,Fashion Product 329,Accessories,Zara,245.64,4.0,CUST_1383
ITEM_10329,Fashion Product 330,Accessories,H&M,98.74,3.2,CUST_1287
ITEM_10330,Fashion Product 331,Accessories,Puma,160.19,3.6,CUST_1280
ITEM_10331,Fashion Product 332,Accessories,Zara,127.63,3.1,CUST_1003
ITEM_10332,Fashion Product 333,Outerwear,Puma,44.28,2.6,CUST_1033
ITEM_10333,Fashion Product 334,Dresses,Uniqlo,23.33,4.6,CUST_1478
